Gene_acc,Gene_id,Signed_Rank_WT_vs_Plus,FDR_WT_vs_Plus,Signed_Rank_Plus_vs_Minus,FDR_Plus_vs_Minus,Desc
34,Tb927.4.4440,-0.016675637947668114,0.5017,-0.39243973548437705,0.0,adenylyl cyclase
35,Tb927.6.1440,0.05118949340649181,0.20831999999999998,1.6147470505332013,0.0,"LSU ribosomal protein, mitochondrial, putative"
36,Tb927.11.5660,0.7979274477309797,0.0,-0.39253177216664054,0.0,"hypothetical protein, conserved"
37,Tb927.11.6000,-0.3789829521521347,0.09744,1.5956191629613425,0.0,mitochondrial ribosomal protein L4
38,Tb927.4.4320,0.036723041721534906,0.21855,-0.35673540226749867,0.0,"divalent cation tolerance protein, putative"
39,Tb927.7.2760,-0.21988215515328635,0.45765,1.4987016927192427,0.0,Mitochondrial ribosomal protein L22
40,Tb927.10.9025,-0.7806488564461946,0.0025,-0.3370227741117665,0.0,hypothetical protein
41,Tb927.11.6510,0.029696403470635603,0.23296999999999998,-0.3275194067008878,0.0,"40S ribosomal protein S21, putative"
42,Tb927.7.840,0.3328270499540199,0.00678,1.4730215698975728,0.0,"Mitochondrial ATP synthase subunit, putative"
43,Tb927.10.600,-0.28959055957243096,0.24429,1.4716262965000098,0.0,Mitochondrial ribosomal protein L29
44,Tb927.4.4300,-0.036544232936491755,0.49499,1.4545272607227264,0.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
45,Tb927.5.4120,-0.15987996701477467,0.70406,1.4591488756199307,0.00022,"LSU ribosomal protein, mitochondrial, putative"
46,Tb927.8.3170,-0.0590991551196494,0.60583,1.4078202493309362,0.00022,kinetoplast ribosomal PPR-repeat containing protein 9
47,Tb927.5.770,-0.13645020336357297,0.9935700000000001,1.406450777862405,0.00022,Mitoribosomal SSU assembly factor 8
48,Tb927.11.10080,-0.13090839327731885,0.83867,1.390726199324276,0.00022,"LSU ribosomal protein, mitochondrial, putative"
49,Tb927.9.5690,0.026277192997075035,0.24806,-0.2971653618073726,0.00022,"60S acidic ribosomal protein, putative"
50,Tb927.9.3640,-0.13089820949006656,0.94205,1.3911108560867407,0.00022,"LSU ribosomal protein, mitochondrial, putative"
51,Tb927.5.3980,-0.07851886532166485,0.6947300000000001,1.3625589982244284,0.00022,mitochondrial ribosomal protein L15
52,Tb927.8.5900,-0.026208141865575272,0.47673999999999994,-0.2977313168684832,0.00022,"Sedlin, N-terminal conserved region, putative"
53,Tb927.10.5500,-0.06288470092988376,0.62685,1.369820606612257,0.00022,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
54,Tb927.7.7010,-0.1086660524073752,0.84857,1.3668254215264597,0.00022,"LSU ribosomal protein, mitochondrial, putative"
55,Tb927.11.15480,-0.04401579952824254,0.52383,-0.292299369105965,0.00022,"heat shock protein Hsp20, putative"
56,Tb927.5.3410,-0.19867698910548764,0.5522199999999999,1.367722164302578,0.00022,Mitochondrial ribosomal protein L9
57,Tb927.9.3290,0.2809771856101481,0.00981,-0.3005515736948986,0.00022,"4F5 protein family, putative"
58,Tb927.3.1710,-0.2266827746952919,0.49138999999999994,1.3477894038357843,0.00033999999999999997,mitochondrial ribosomal protein l24
59,Tb927.6.4200,-0.28527108103893256,0.25098000000000004,1.3499585948130834,0.00033999999999999997,"LSU ribosomal protein, mitochondrial, putative"
60,Tb927.2.6220,-1.2557054402284038,0.0,-0.2702867418708682,0.00115,"adenosine transporter 2, putative"
61,Tb927.8.5120,-0.17494709766413283,0.63942,-0.2693443997740374,0.00115,cytochrome c
62,Tb927.7.2380,-0.5676498389495394,0.014519999999999998,-0.26888528253067095,0.0012699999999999999,"hypothetical protein, conserved"
63,Tb927.3.2880,0.36962788996154644,0.00365,1.317045023134967,0.0012699999999999999,"Mitochondrial ATP synthase subunit, putative"
64,Tb927.4.4600,-0.08785314206506119,0.7488600000000001,1.3026488962930831,0.0012699999999999999,mitochondrial ribosomal protein l43
65,Tb927.9.6710,-0.33113208568614133,0.16146,1.301839328972864,0.0013599999999999999,"kynurenine 3-monooxygenase, putative"
66,Tb927.11.1630,-0.2549804109547874,0.33638,1.3111243016891605,0.0013599999999999999,"LSU ribosomal protein, mitochondrial, putative"
67,Tb927.2.5980,-0.2158271039343274,0.45985,-0.26881675842779984,0.0013599999999999999,"chaperone protein ClpB1, putative"
68,Tb927.8.5860,-0.1790124018970831,0.61223,1.2965957771782934,0.0013599999999999999,mitochondrial ribosomal protein L17
69,Tb927.6.4040,-0.12219029353206054,0.85259,1.2960505010693115,0.0013599999999999999,mitochondrial ribosomal protein L28
70,Tb11.1810b.1-p1,0.24600673811962367,0.0142,-0.2653604306474531,0.0013599999999999999,"retrotransposon hot spot protein (RHS, pseudogene), putative"
71,Tb927.10.9390,-0.24583580788745732,0.39602,1.2873813260716402,0.0013599999999999999,"Macrocin-O-methyltransferase (TylF), putative"
72,Tb927.4.1810,-0.26167946069245573,0.31438,1.2858732242953612,0.0013599999999999999,mitochondrial ribosomal protein L33
73,Tb927.10.260,-0.03516492086187839,0.49076000000000003,-0.25688611321075366,0.0013599999999999999,"BolA-like protein, putative"
74,Tb927.11.15820,-0.07625744220582253,0.7024,1.2717638480641822,0.0013599999999999999,"iron superoxide dismutase C, mitochondrial"
75,Tb927.7.3030,-0.09942017247678675,0.84888,1.2745767374504646,0.0013599999999999999,"hypothetical protein, conserved"
76,Tb927.9.9100,-0.04383943640702444,0.53572,-0.2510046028950897,0.0016899999999999999,"hypothetical protein, conserved"
77,Tb927.11.5530,-0.40603043002827893,0.07357999999999999,1.253878667537171,0.00179,"LSU ribosomal protein, mitochondrial, putative"
78,Tb927.7.3460,-0.2328181557806586,0.40095,1.2438785101984309,0.0019,"LSU ribosomal protein, mitochondrial, putative"
79,Tb927.9.8290,-0.11334612783665542,0.8988,1.249744914586797,0.0019,mitochondrial ribosomal protein l30
80,Tb927.11.5500,-0.07889480289262144,0.71157,1.2400774208965988,0.0019,"Mitochondrial SSU ribosomal protein, putative"
81,Tb927.5.3110,-0.30006332134367947,0.23786999999999997,1.2350719428527115,0.0019,Mitochondrial ribosomal protein L49
82,Tb927.9.11660,-0.3322159462687803,0.16174000000000002,1.2167692102534602,0.00205,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
83,Tb927.2.1890,0.04256138214021852,0.19893,-0.24635551136841088,0.00205,E2-like ubiquitin-conjugation enzyme
84,Tb927.5.3090,0.3530584587084896,0.00484,1.2245348150971391,0.00212,"Mitochondrial ATP synthase subunit, putative"
85,Tb927.7.4700,-1.105769074726776,0.0005,-0.23742280880186334,0.00221,"WD domain, G-beta repeat, putative"
86,Tb927.2.4890,-0.14396347277609617,0.76722,1.2141888392766165,0.0023,mitochondrial ribosomal protein l11
87,Tb927.10.14860,-0.1915482158767462,0.58001,1.1952379943899334,0.0023899999999999998,NADH-ubiquinone oxidoreductase B14 subunit
88,Tb927.11.2235,0.20817051746252183,0.02925,-0.24320225820974303,0.0023899999999999998,hypothetical protein
89,Tb927.3.5610,-0.3081238712627168,0.19704000000000002,1.2019317369290452,0.00244,Mitochondrial ribosomal protein L3
90,Tb927.9.15010,-0.11802197435696926,0.86615,1.1932946092746521,0.00253,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
91,Tb927.5.3360,-0.19605528973749536,0.54066,1.190809767247338,0.00253,mitochondrial ribosomal protein L2
92,Tb927.6.610,-0.19859451704709666,0.52644,1.1639102130475205,0.00253,kinetoplast ribosomal PPR-repeat containing protein 18
93,Tb927.10.11050,-0.16767412409572782,0.6695399999999999,1.159978397189028,0.00253,"LSU ribosomal protein, mitochondrial, putative"
94,Tb927.9.12850,-0.3156165455254998,0.24175,1.1316867506560473,0.00263,Mitoribosomal LSU assembly factor 5
95,Tb927.11.9930,0.03794691330583379,0.20688,1.1659766808659946,0.00281,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
96,Tb927.5.2930,0.24405693367452524,0.01321,1.1324284053487192,0.0034,"Mitochondrial ATP synthase subunit, putative"
97,Tb927.10.520,0.2737045011090129,0.01127,1.136118616880507,0.0037799999999999995,"Mitochondrial ATP synthase subunit, putative"
98,Tb927.8.6090,0.4203727558313752,0.00268,-0.2406923819770547,0.00404,"ubiquitin-protein ligase, putative"
99,Tb927.10.6370,-0.06439687936532056,0.6464300000000001,-0.21851391496777584,0.00404,"60S ribosomal proteins L37, putative"
100,Tb927.7.3430,-0.3062187735464084,0.20505,1.1263921452868821,0.00404,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
101,Tb927.11.10170,-0.23049955479007633,0.40841,1.10898847767585,0.00412,Mitochondrial ribosomal protein L20
102,Tb927.6.3140,-0.3749498497780929,0.10186,-0.2071100676639545,0.00412,Ubiquitin-like protein 11
103,Tb927.6.4930,-0.16860009152845493,0.65492,1.0431741996327504,0.00412,"thiosulfate sulfurtransferase, mitochondrial, putative"
104,Tb927.2.4840,0.005762837783318704,0.31377,-0.2102180303954524,0.00412,"Vitamin K epoxide reductase family, putative"
105,Tb927.11.16540,0.14672656200010029,0.053520000000000005,-0.2233724459390025,0.00412,"Roadblock/LC7 domain containing protein, putative"
106,Tb927.4.930,-0.2499375683563188,0.33604,1.0806361353342715,0.00449,Mitochondrial ribosomal protein L14
107,Tb927.6.1990,-0.019328866800015512,0.42844,-0.2122497169043309,0.00454,"hypothetical protein, conserved"
108,Tb927.3.1690,0.08335574649547983,0.12052,1.0494047657582477,0.00454,"Mitochondrial ATP synthase subunit, putative"
109,Tb927.7.7380,-0.1491329674349961,0.74375,-0.2028330939203282,0.00464,u6 snrna-associated sm-like protein lsm3
110,Tb927.8.1880,-0.4250835916295701,0.06226,1.045294322377102,0.00464,"LSU ribosomal protein, mitochondrial, putative"
111,Tb927.11.15440,-0.010939469192571905,0.39475,1.0409296959130547,0.00464,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
112,Tb927.9.7200,-0.030743892079757435,0.5074,-0.2142088081777965,0.0047799999999999995,"hypothetical protein, conserved"
113,Tb927.11.10950,0.07559112880834462,0.12955,1.025361511468044,0.0047799999999999995,"DnaJ domain containing protein, putative"
114,Tb927.10.7380,-0.2714052569721473,0.3469,1.0370767704435948,0.0047799999999999995,"LSU ribosomal protein, mitochondrial, putative"
115,Tb927.10.14760,0.06346751045532044,0.15168,-0.19869243614563123,0.0047799999999999995,"clathrin light chain, putative"
116,Tb927.7.4820,-0.000147351608696244,0.32655,-0.20967901009268003,0.0047799999999999995,"Trm112p-like protein, putative"
117,Tb927.7.2660,-0.12228388331420877,0.8419200000000001,-0.19923888696186123,0.0047799999999999995,"zinc finger protein family member, putative"
118,Tb927.11.5830,-0.02722253510707973,0.44519,-0.2011372174130487,0.0047799999999999995,"YL1 nuclear protein, putative"
119,Tb927.10.810,-0.04634169544852226,0.54166,-0.20312095226429358,0.0047799999999999995,"Pentatricopeptide repeat protein (PPR), putative"
120,Tb927.8.3300,-0.31773297895151514,0.17904,0.9930397000023575,0.00488,Mitoribosomal LSU assembly factor 12
121,Tb927.10.12250,-0.13653723740390164,0.79222,0.9840779662206371,0.00492,"hypothetical protein, conserved"
122,Tb927.6.1920,0.28180435923188135,0.01009,-0.19990445460133033,0.00492,"hypothetical protein, conserved"
123,Tb927.11.15500,-0.08459618904542907,0.88725,0.9931305878966583,0.00492,"LSU ribosomal protein, mitochondrial, putative"
124,Tb927.10.6090,-0.3195643501746552,0.18131,0.9747836225378492,0.00492,"tRNA pseudouridine synthase A, putative"
125,Tb927.11.3705,0.09003370898252623,0.11819,-0.40157275637274253,0.00492,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative"
126,Tb927.11.7130,-0.019422878425038592,0.42795,-0.19721081628127995,0.00492,"hypothetical protein, conserved"
127,Tb927.10.12220,-0.09930257698222958,0.7991199999999999,0.993937711396641,0.00492,"hypothetical protein, conserved"
128,Tb927.8.4920,-0.022869412445873805,0.54582,0.9808110829486861,0.00504,"hypothetical protein, conserved"
129,Tb927.11.6250,-0.3114233402219926,0.19704000000000002,0.9646973076588827,0.00504,"Mitochondrial ATP synthase subunit, putative"
130,Tb927.7.3910,-0.02967663736887292,0.45716,0.9621729438879701,0.00504,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
131,Tb927.7.2490,-0.10368474255004005,0.81912,0.974184320889146,0.00504,kinetoplast ribosomal PPR-repeat containing protein 15
132,Tb927.11.5990,-0.11505101533420081,0.9051799999999999,0.9590514016040687,0.00504,Mitoribosomal LSU assembly factor 4
133,Tb927.11.6520,0.008034963104514849,0.34824,-0.20885397249261092,0.00504,"hypothetical protein, conserved"
134,Tb927.10.2800,-0.010500814738379754,0.38133,0.9579422699643525,0.00504,mitochondrial ribosomal protein s6
135,Tb927.9.3350,-0.08037673796763085,0.70058,0.9561204266178637,0.00504,"pseudouridylate synthase, putative"
136,Tb927.11.3780,-0.18235217635985582,0.9934700000000001,0.8449935182238427,0.00518,subtilisin peptidase
137,Tb427.BES122.9,0.5985136182572863,0.0005,-0.23319835497241423,0.0058,none
138,Tb927.2.2410,-0.1553322354844552,0.74921,0.9271479718494298,0.00583,"hypothetical protein, conserved"
139,Tb927.8.5280,0.14282003638981802,0.27366999999999997,0.9253103914708573,0.00583,mitochondrial ribosomal protein s34
140,Tb927.11.7680,-0.1485428997133009,0.81762,0.9279825151737834,0.00583,"hypothetical protein, conserved"
141,Tb927.8.2530,-0.060152949201485846,0.6078100000000001,0.9257415594026769,0.00585,"Cytochrome c oxidase copper chaperone, related"
142,Tb927.7.3960,-0.20357111946774398,0.5108600000000001,0.9193313126307726,0.00601,Mitochondrial ribosomal protein L16
143,Tb927.9.15190,0.17863843876608287,0.03489,-0.2499456289271263,0.00601,"ribosomal protein L15, putative"
144,Tb927.2.3920,-0.060413254414690254,0.62816,0.9050514496511372,0.006409999999999999,"Complex 1 protein (LYR family), putative"
145,Tb927.5.2810,-0.11897439296194655,0.87282,0.9050400730341576,0.006509999999999999,"hypothetical protein, conserved"
146,Tb927.6.4560,-0.22332497882650706,0.4367,0.9012962012230774,0.0066,"Mitochondrial SSU ribosomal protein, putative"
147,Tb11.v5.0905,-0.759329922766718,0.00268,0.8931622897831968,0.0066,"hypothetical protein, conserved"
148,Tb927.11.11480,0.07318330527484533,0.13013,-0.18499035334849923,0.00671,"Trichohyalin, putative"
149,Tb927.9.8000,0.23072555347301218,0.014969999999999999,-0.18060758002568195,0.00671,"ubiquitin-protein ligase, putative"
150,Tb927.11.13007,0.2728431483142316,0.01149,-0.18346341284153908,0.0068200000000000005,ubiquitin-60S ribosomal protein L40
151,Tb927.9.7080,-0.2669093280823027,0.31337,-0.1861019582903303,0.006840000000000001,"hypothetical protein, conserved"
152,Tb927.9.11120,-0.04106950566953856,0.51158,0.8679709448509784,0.006840000000000001,"Chromosome passenger complex (CPC) protein INCENP N terminal, putative"
153,Tb927.11.7430,0.016975137491416447,0.30682,-0.19440984946351578,0.00701,"hypothetical protein, conserved"
154,Tb927.3.860,0.18125669020635718,0.030019999999999998,-0.1887175093133637,0.00742,"Acyl carrier protein, mitochondrial"
155,Tb927.6.4510,-0.22646709923161387,0.42205,0.8599524622438468,0.00742,"hypothetical protein, conserved"
156,Tb927.1.1200,-0.0405179473409056,0.5078699999999999,0.8535268427464573,0.00742,Mitochondrial ribosomal protein S15
157,Tb927.8.5560,-0.21656486622226076,0.94205,0.8728050687741147,0.00747,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
158,Tb927.10.2670,0.003553305251811734,0.38772,-0.1786192711432165,0.007670000000000001,"hypothetical protein, conserved"
159,Tb927.6.2910,0.12674601295599272,0.06832,-0.19915514407745846,0.00806,"RNA pseudouridylate synthase, putative"
160,Tb927.3.2390,-0.20883145416804133,0.49941,0.8328730175748992,0.008140000000000001,"hypothetical protein, conserved"
161,Tb927.3.5240,-0.28012632384961184,0.26126,0.8303711375402933,0.008140000000000001,kinetoplast ribosomal PPR-repeat containing protein 8
162,Tb927.10.11520,-0.16490015630969468,0.68021,-0.20053994070073375,0.008140000000000001,mitochondrial import inner membrane translocase subunit tim13
163,Tb927.10.13110,0.03639775968862626,0.26477,-0.18363752532595748,0.008140000000000001,Outer arm dynein light chain 7
164,Tb927.7.7480,0.23409606067654282,0.2236,-0.189126126478481,0.008140000000000001,"trans-sialidase, putative"
165,Tb927.9.5300,-0.22423341042089412,0.43087,0.8270377286522609,0.008140000000000001,kinetoplast ribosomal PPR-repeat containing protein 16
166,Tb927.9.9780,0.027836492219980094,0.23888,-0.1761606189237325,0.008140000000000001,"peptidyl-prolyl cis-trans isomerase (cyclophilin- 40), putative"
167,Tb927.5.370,-1.7117223607144876,0.0,0.8240858227906673,0.008140000000000001,"75 kDa invariant surface glycoprotein, putative"
168,Tb927.8.1340,0.08369870469516742,0.10186,-0.1720044878572404,0.008140000000000001,"60S ribosomal protein L7a, putative"
169,Tb927.5.2940,-0.07978849451193062,0.69857,-0.17144352916071637,0.008140000000000001,"stress-induced protein sti1, putative"
170,Tb927.11.1270,0.28354002837100284,0.00981,0.8265982043918247,0.008140000000000001,"Mitochondrial ATP synthase subunit, putative"
171,Tb927.9.1530,-0.24842543984075896,0.34374,0.8123399849139411,0.008140000000000001,"hypothetical protein, conserved"
172,Tb927.3.4950,-0.3429714436915292,0.15675999999999998,0.8168262464126097,0.008140000000000001,"hypothetical protein, conserved"
173,Tb927.11.13940,0.1256190155165024,0.14881,-0.2088254868265533,0.008140000000000001,"ubiquitin-conjugating enzyme E2, putative"
174,Tb927.10.2050,-0.1514927177147349,0.72251,0.8013883840910633,0.00817,"hypothetical protein, conserved"
175,Tb927.10.9250,0.019627652903412528,0.26265,-0.16888314484635752,0.0083,"adenylyl cyclase-associated protein, putative"
176,Tb927.5.3300,0.11625871034649532,0.1156,0.7995898928256144,0.0083,"hypothetical protein, conserved"
177,Tb927.4.4710,0.007174397839730712,0.31633,-0.1694536149474662,0.0083,"hypothetical protein, conserved"
178,Tb927.10.13990,-0.5689015308083017,0.01445,0.7849785306633278,0.008440000000000001,"Pentatricopeptide repeat protein (PPR), putative"
179,Tb927.11.715,0.21222141366774627,0.01938,-0.17388627950738042,0.008440000000000001,"dynein light chain LC8, putative"
180,Tb927.1.1390,0.15813944816330347,0.06035,0.7906942898023301,0.008440000000000001,"hypothetical protein, conserved"
181,Tb927.10.15410,0.49418691142763244,0.00164,-0.17101285374376585,0.00863,glycosomal malate dehydrogenase
182,Tb927.11.11470,-0.11640322796040685,0.8615799999999999,0.7791558778303028,0.00863,kinetoplast ribosomal PPR-repeat containing protein 14
183,Tb927.11.4650,-0.1338028404215577,0.8044899999999999,0.7703122591430825,0.00908,kinetoplast ribosomal PPR-repeat containing protein 13
184,Tb927.8.595,0.12938037523981352,0.059179999999999996,-0.18534443326432873,0.0093,hypothetical protein
185,Tb927.7.4060,-0.257161273451043,0.32252,-0.16596174469650138,0.00941,"cysteine peptidase, Clan CA, family C2, putative"
186,Tb927.3.4360,0.08034483187410177,0.11842000000000001,-0.16498547971228497,0.009470000000000001,"40S ribosomal protein S15A, putative"
187,Tb927.1.2990,-0.14428873857490276,0.77378,0.7536498093958748,0.00952,kinetoplast ribosomal PPR-repeat containing protein 2
188,Tb927.5.1790,0.11178544528063815,0.07207999999999999,0.749196210478309,0.00963,"Mitochondrial SSU ribosomal protein, putative"
189,Tb927.9.9310,0.06804365104485555,0.15525999999999998,0.745070165243556,0.00963,Mitoribosomal SSU assembly factor 3
190,Tb927.8.3110,0.0007401806676519745,0.33588,0.7510479544993977,0.00974,Mitochondrial ribosomal protein S9
191,Tb927.9.9150,-0.14584917285854865,0.76079,0.7617507779693523,0.00984,Mitoribosomal LSU assembly factor 13
192,Tb927.11.13570,0.06974396414572885,0.20440999999999998,-0.22647925100528762,0.00995,"hypothetical protein, conserved"
193,Tb927.11.12930,-0.17039452064006605,0.64761,0.7340983005099241,0.00995,Mitoribosomal LSU assembly factor 2
194,Tb927.5.3310,-0.24708670264775978,0.41996000000000006,-0.19664659991327313,0.01,"hypothetical protein, conserved"
195,Tb927.5.1200,-1.6129076152196185,0.0,0.7439998893131338,0.01,exosome complex component CSL4
196,Tb927.9.9260,-0.11397094446224383,0.8570399999999999,-0.1604260563348931,0.01,"hypothetical protein, conserved"
197,Tb927.11.590,-0.2803370284371335,0.28115999999999997,0.7433418302479756,0.01,"hypothetical protein, conserved"
198,Tb927.10.12010,0.1870289948601048,0.08527,-0.18296765509084212,0.01005,"hypothetical protein, conserved"
199,Tb927.6.2480,-0.1837460874395283,0.67464,0.7535575347158252,0.01005,"chaperone protein DnaJ, putative"
200,Tb927.8.980,0.007298538708579655,0.3052,-0.16050669223317782,0.01005,phosphoacetylglucosamine mutase
201,Tb927.10.7080,0.06493638544136783,0.16179000000000002,0.7265181354777679,0.0105,"ATP-dependent DEAD/H RNA helicase, putative"
202,Tb927.6.1630,0.1871162612014613,0.10146000000000001,0.7181543808118064,0.0105,"hypothetical protein, conserved"
203,Tb927.11.640,-0.37159150314049727,0.19704000000000002,0.758435269388706,0.01054,"Pentatricopeptide repeat protein (PPR), putative"
204,Tb927.10.6300,0.005885570099793791,0.32191,0.7050403625365993,0.01078,Mitochondrial ribosomal protein S5
205,Tb927.6.2700,-0.06871242704392645,0.67186,-0.15569802865302226,0.01078,small nuclear ribonucleoprotein Sm-E
206,Tb927.10.7910,-0.1339521510784015,0.78899,0.6863689375738197,0.01078,"RNA editing complex protein, putative"
207,Tb927.10.9830,0.16121946961748523,0.03589,0.7047319927552045,0.01078,"Mitochondrial ATP synthase subunit, putative"
208,Tb927.5.4370,-0.21734575699871966,0.49138999999999994,0.7241376336429981,0.01078,"hypothetical protein, conserved"
209,Tb927.11.7214,-0.16839362989312706,0.6845100000000001,0.71073800950855,0.01078,Mitoribosomal SSU assembly factor 13
210,Tb927.11.2220,-0.08221343670593662,0.7315699999999999,0.7004348339124628,0.01095,Mitoribosomal SSU assembly factor 17
211,Tb927.4.970,-0.1664791968621226,0.6781699999999999,0.7038099400262345,0.01095,"hypothetical protein, conserved"
212,Tb927.10.13540,-0.12169340217598802,0.8566799999999999,-0.1572184505372625,0.01108,"RNA-binding protein, putative"
213,Tb927.10.380,-0.060067722619059655,0.61926,0.6841266674634533,0.011170000000000001,kinetoplast ribosomal PPR-repeat containing protein 5
214,Tb927.11.15030,-0.10874277742941449,0.83465,-0.15545951184561033,0.0113,small GTPase
215,Tb927.10.5030,-0.018521029596303897,0.40829,-0.15544125637791234,0.0113,"ubiquitin/ribosomal protein S27a, putative"
216,Tb927.5.3340,-0.030626484764000223,0.56272,-0.15313405437516542,0.01175,Mitochondrial import inner membrane translocase subunit 11
217,Tb927.10.6850,0.2304978650787417,0.017240000000000002,0.6697367370809669,0.01197,"Mitochondrial ribosomal protein S18, putative"
218,Tb927.6.2080,-0.03214363560372094,0.69806,0.7097525894429676,0.0121,"Mitochondrial SSU ribosomal protein, putative"
219,Tb927.5.3640,-0.029716186702133558,0.45658999999999994,0.6701573361132416,0.0121,"Mitochondrial SSU ribosomal protein, putative"
220,Tb927.4.680,-0.10683631829540693,0.85934,0.6746213688367929,0.0121,"hypothetical protein, conserved"
221,Tb927.9.6510,-0.23014443364838014,0.40421,0.6750267283645628,0.0121,"Mitochondrial SSU ribosomal protein, putative"
222,Tb927.9.7160,0.1318970496508367,0.058789999999999995,-0.16502272012311553,0.01211,"hypothetical protein, conserved"
